95.69510	85.15178	-95.31863	-61.54533	104.28869	-98.57353	88.30119	-100.94248	64.94170	108.92570
59.98403	106.28175	-109.61966	-76.73755	104.63617	67.71051	-62.02858	96.59425	90.42638	-105.83727
-62.18172	-75.33375	62.70394	-72.86820	-101.83718	-69.82089	-91.83983	-94.85655	-71.60594	107.17619
-57.87626	78.61217	85.22896	-62.94038	60.03671	65.61786	-70.87280	96.90404	101.57074	-78.40662
-82.46990	101.11215	-93.13619	75.46946	-77.70184	87.19605	-74.27010	79.65340	-68.77606	-96.43084
67.55515	-73.67957	-86.84826	87.46698	54.86197	-102.61394	-84.78733	-91.14980	-81.12113	86.58374
96.83805	104.73337	-65.37074	-82.31905	108.10482	-89.96500	99.09103	-87.81021	74.62014	90.45465
79.72903	83.32529	-67.69218	66.88395	92.35640	-79.42216	-83.65758	70.66986	-105.34327	97.88048
-74.16205	65.27963	-70.82793	-89.83745	102.26344	107.76950	60.09319	80.49877	100.18723	-93.54331
-113.82532	-81.79833	104.26826	62.11580	99.88485	75.90114	64.59486	-82.88233	83.00424	-79.51983
-65.64333	-76.32523	-75.57752	-72.79076	98.56473	-103.05846	-98.74418	70.05314	-91.76617	89.00076
-87.35839	-78.35905	59.35021	-84.64338	-82.85548	-82.85487	-100.72752	-66.24155	-96.84693	95.34628
91.98114	-92.76388	81.31940	-105.63933	106.48995	-58.00916	-55.51096	61.57136	-55.82571	-84.60481
99.10596	89.81912	-105.78047	-101.77335	80.48211	85.05242	69.18182	-78.57215	107.39500	-94.18714
-65.02644	93.35285	60.87477	79.75330	94.26401	-79.86071	-87.94548	-58.20197	88.55421	107.61807
107.52805	100.07049	-65.18749	62.10198	-75.73782	-106.57371	-60.54257	93.95134	-85.33826	-88.04400
-79.43922	-80.47189	57.00097	-94.03487	-76.22919	-66.14438	-107.70805	-96.75863	-82.88335	97.34172
-83.84972	-63.73839	-59.53486	-60.58050	-72.69683	77.14781	-84.10155	64.24937	66.45899	-65.89686
-79.77556	-80.18159	-64.50005	-57.70145	-102.73962	87.47669	-97.36456	-106.90759	-65.61613	75.41390
-106.47810	90.83695	85.45450	111.25800	88.22684	61.10371	93.80147	-66.01708	-105.00289	102.47546
97.01075	105.03017	76.53384	71.47396	97.59805	88.74876	-62.11770	-66.30439	82.52438	-57.17551
100.81489	107.01131	-67.38736	-78.62825	-79.83441	-114.98923	-80.17149	100.01163	-111.15617	75.87478
101.92982	107.97985	-67.86684	-77.39578	-81.90057	-111.92744	-83.26871	102.09169	-109.88062	77.11473
100.03381	107.34763	-66.80307	-75.00168	-80.75727	-113.01257	-82.07860	104.14666	-109.24271	79.11985
102.96050	108.63750	-65.05398	-77.50510	-83.13198	-112.95789	-79.56543	101.42674	-111.36363	75.71108
104.41019	110.30821	-65.56394	-76.46364	-79.24106	-112.56029	-83.61047	103.31924	-107.49871	79.30543
101.26854	111.59489	-67.42548	-76.68738	-81.29424	-113.51729	-83.03753	103.72559	-109.30930	76.37102
101.18295	110.19043	-65.99535	-77.08064	-80.41847	-114.32800	-83.50453	100.18307	-110.02833	80.16388
101.28880	108.27130	-63.66107	-77.34207	-79.00871	-113.14103	-81.72045	101.52483	-109.01154	78.77640
100.59105	108.41354	-65.81744	-77.32217	-81.41103	-110.14346	-82.20808	100.42365	-108.30124	76.41294
101.20135	110.08449	-64.77182	-77.01572	-81.82233	-111.70119	-81.68317	102.19855	-109.44080	78.41646
101.99596	106.83496	-67.28249	-78.81004	-81.48722	-111.61178	-80.00163	102.84751	-109.11050	78.37611
65.39684	-73.17165	78.00237	98.90067	-76.50031	-85.10443	-61.03911	91.49759	99.93362	102.39135
-71.24767	99.76362	106.38248	60.40091	-77.83471	-107.45340	-82.99890	-82.76292	70.98650	70.85754
63.22655	-77.55170	77.28208	96.42931	-74.81500	-87.28787	-63.18338	89.56406	102.57951	102.45512
65.25341	-75.88671	81.23608	99.36874	-77.64252	-85.13152	-63.88157	88.80289	100.96227	100.71957
65.22356	-75.50900	76.07468	100.51833	-74.94064	-86.66635	-64.08585	90.99258	100.13659	104.15544
-70.56341	96.62809	106.84647	64.20108	-79.53071	-109.83945	-83.12631	-87.43203	71.73383	71.26755
-72.02824	97.23367	107.14272	59.83169	-78.55179	-107.20074	-85.11997	-86.30233	72.40469	73.37737
66.12231	-72.04095	79.00932	98.67742	-77.45850	-85.91344	-63.73156	92.34176	99.02809	99.75608
65.35706	-73.03710	78.47028	98.90691	-76.87800	-88.19032	-62.96368	91.77353	100.41817	100.78217
-70.79839	99.32571	108.01815	63.88206	-80.26491	-108.68262	-83.38511	-85.47671	67.12138	72.32824
-72.56992	96.97050	108.21255	61.66319	-75.68108	-110.69324	-83.28517	-86.53581	70.49920	72.77792
65.01637	-72.36349	78.13345	97.18661	-77.91461	-85.54218	-61.82907	90.94076	101.96598	101.28637
64.04330	-75.65883	78.85357	97.92738	-76.23333	-86.65350	-59.68940	89.75381	101.42847	101.67874
65.61565	-77.31381	76.84042	95.15373	-77.81171	-86.03405	-64.57446	93.06116	96.78333	100.93791
64.90579	-73.39881	79.49715	98.44929	-77.80453	-88.48431	-63.70015	88.58578	100.81430	102.85401
79.61800	-72.00483	56.86701	-83.52723	82.01736	-102.56048	59.78927	95.54282	106.26326	-106.78608
91.92963	100.19439	68.79294	-104.30133	96.66190	-84.39873	-55.44461	85.69933	-93.24488	-93.51463
91.89486	88.73128	-106.35918	105.89930	87.69357	-100.39754	57.66312	-102.38225	110.44685	-99.31875
107.83846	99.55403	-67.19145	62.50900	-76.73283	-106.71094	-60.57640	95.56207	-85.56571	-88.78536
107.08278	-90.80569	70.02226	-71.39965	-75.21042	94.83823	-77.60065	105.34763	-76.83167	89.41363
-71.05991	98.80840	107.39161	62.56978	-77.60657	-107.41543	-84.12627	-85.69689	72.76484	71.01809
-71.29312	97.41338	107.24844	60.86333	-79.58194	-109.12724	-83.43513	-84.95034	71.21114	74.40401
-69.29476	96.25828	108.60046	63.25194	-74.43026	-110.12867	-84.70824	-87.57980	74.21426	71.36972
-72.77225	97.85178	108.57820	61.31177	-75.49368	-109.72916	-84.49478	-86.59216	70.94939	72.34959
-70.83755	97.78749	107.99338	61.75433	-75.72280	-108.65921	-83.06366	-84.93692	71.65636	70.81209
81.36538	-71.84947	56.10368	-84.99446	79.83333	-99.92722	58.82987	96.89749	106.93506	-108.10283
-64.85061	110.46812	77.09413	91.90243	58.64083	-71.12839	100.26646	81.28998	100.55280	72.44479
93.89256	90.14782	-104.80855	106.01194	88.03484	-97.29604	58.98689	-104.01744	108.80153	-102.18243
62.41505	-95.99050	-99.11072	-60.31184	105.22973	84.40585	-55.45359	64.96889	-82.15987	-58.89288
-79.07612	-95.49135	-80.37375	77.36311	-68.87006	-91.12832	78.00477	-103.30310	-70.34885	-97.32607
106.89114	99.25303	-66.71935	62.70510	-78.76498	-108.01302	-60.38453	96.17599	-86.54333	-88.04503
108.46951	99.58337	-69.43948	61.72499	-75.67500	-105.87233	-59.64286	96.19560	-84.03887	-88.66277
108.39052	103.30247	-62.14215	63.11172	-75.53177	-107.93871	-60.36087	94.42184	-83.53644	-87.57296
107.34992	101.32967	-64.25443	64.09545	-77.78161	-108.22440	-62.18430	95.06938	-85.36463	-90.03763
107.38393	-89.35475	71.68119	-69.60465	-79.35055	96.11516	-79.53546	106.68585	-73.72214	87.51880
78.92931	-67.99413	54.73960	-83.88471	80.32777	-95.58037	59.31382	96.32190	105.97720	-107.80435
58.54941	101.88116	-108.14634	-76.83781	104.21349	68.20148	-63.06963	98.62979	90.56625	-105.57518
-105.09463	-56.74178	-64.58099	-86.72974	72.24206	-78.74365	-73.81145	-107.28137	-62.52629	106.02335
91.08416	100.43600	70.14531	-105.51851	94.35173	-87.36869	-57.61143	83.69660	-92.55270	-94.30689
91.82921	100.75956	69.29977	-105.47049	96.63989	-85.36436	-56.19413	84.37127	-92.50407	-93.49152
103.55685	103.45369	-94.57446	73.63416	-70.37991	-101.98108	-73.01448	71.80427	67.71204	94.21582
103.65578	103.85179	-68.29582	61.33704	-75.39071	-106.23827	-60.15310	93.67696	-84.68636	-86.38430
107.17083	96.38200	-65.98727	62.71566	-77.18666	-105.62849	-59.12837	92.55067	-85.37615	-90.27090
108.00191	100.12267	-66.40951	62.71825	-76.19942	-109.47558	-62.40927	94.67522	-89.51807	-88.70564
107.23885	100.54778	-67.80636	63.46359	-76.38925	-108.43624	-61.93330	91.73592	-85.04667	-90.12644
